X0,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality
470,8.700000,0.820000,0.020000,1.200000,0.070000,36.000000,48.000000,0.995200,3.200000,0.580000,9.800000,5
471,13.000000,0.320000,0.650000,2.600000,0.093000,15.000000,47.000000,0.999600,3.050000,0.610000,10.600000,5
472,9.600000,0.540000,0.420000,2.400000,0.081000,25.000000,52.000000,0.997000,3.200000,0.710000,11.400000,6
473,12.500000,0.370000,0.550000,2.600000,0.083000,25.000000,68.000000,0.999500,3.150000,0.820000,10.400000,6
474,9.900000,0.350000,0.550000,2.100000,0.062000,5.000000,14.000000,0.997100,3.260000,0.790000,10.600000,5
475,10.500000,0.280000,0.510000,1.700000,0.080000,10.000000,24.000000,0.998200,3.200000,0.890000,9.400000,6
476,9.600000,0.680000,0.240000,2.200000,0.087000,5.000000,28.000000,0.998800,3.140000,0.600000,10.200000,5
477,9.300000,0.270000,0.410000,2.000000,0.091000,6.000000,16.000000,0.998000,3.280000,0.700000,9.700000,5
478,10.400000,0.240000,0.490000,1.800000,0.075000,6.000000,20.000000,0.997700,3.180000,1.060000,11.000000,6
479,9.600000,0.680000,0.240000,2.200000,0.087000,5.000000,28.000000,0.998800,3.140000,0.600000,10.200000,5
480,9.400000,0.685000,0.110000,2.700000,0.077000,6.000000,31.000000,0.998400,3.190000,0.700000,10.100000,6
481,10.600000,0.280000,0.390000,15.500000,0.069000,6.000000,23.000000,1.002600,3.120000,0.660000,9.200000,5
482,9.400000,0.300000,0.560000,2.800000,0.080000,6.000000,17.000000,0.996400,3.150000,0.920000,11.700000,8
483,10.600000,0.360000,0.590000,2.200000,0.152000,6.000000,18.000000,0.998600,3.040000,1.050000,9.400000,5
484,10.600000,0.360000,0.600000,2.200000,0.152000,7.000000,18.000000,0.998600,3.040000,1.060000,9.400000,5
485,10.600000,0.440000,0.680000,4.100000,0.114000,6.000000,24.000000,0.997000,3.060000,0.660000,13.400000,6
486,10.200000,0.670000,0.390000,1.900000,0.054000,6.000000,17.000000,0.997600,3.170000,0.470000,10.000000,5
487,10.200000,0.670000,0.390000,1.900000,0.054000,6.000000,17.000000,0.997600,3.170000,0.470000,10.000000,5
488,10.200000,0.645000,0.360000,1.800000,0.053000,5.000000,14.000000,0.998200,3.170000,0.420000,10.000000,6
489,11.600000,0.320000,0.550000,2.800000,0.081000,35.000000,67.000000,1.000200,3.320000,0.920000,10.800000,7
490,9.300000,0.390000,0.400000,2.600000,0.073000,10.000000,26.000000,0.998400,3.340000,0.750000,10.200000,6
491,9.300000,0.775000,0.270000,2.800000,0.078000,24.000000,56.000000,0.998400,3.310000,0.670000,10.600000,6
492,9.200000,0.410000,0.500000,2.500000,0.055000,12.000000,25.000000,0.995200,3.340000,0.790000,13.300000,7
493,8.900000,0.400000,0.510000,2.600000,0.052000,13.000000,27.000000,0.995000,3.320000,0.900000,13.400000,7
494,8.700000,0.690000,0.310000,3.000000,0.086000,23.000000,81.000000,1.000200,3.480000,0.740000,11.600000,6
495,6.500000,0.390000,0.230000,8.300000,0.051000,28.000000,91.000000,0.995200,3.440000,0.550000,12.100000,6
496,10.700000,0.350000,0.530000,2.600000,0.070000,5.000000,16.000000,0.997200,3.150000,0.650000,11.000000,8
497,7.800000,0.520000,0.250000,1.900000,0.081000,14.000000,38.000000,0.998400,3.430000,0.650000,9.000000,6
498,7.200000,0.340000,0.320000,2.500000,0.090000,43.000000,113.000000,0.996600,3.320000,0.790000,11.100000,5
499,10.700000,0.350000,0.530000,2.600000,0.070000,5.000000,16.000000,0.997200,3.150000,0.650000,11.000000,8
500,8.700000,0.690000,0.310000,3.000000,0.086000,23.000000,81.000000,1.000200,3.480000,0.740000,11.600000,6
501,7.800000,0.520000,0.250000,1.900000,0.081000,14.000000,38.000000,0.998400,3.430000,0.650000,9.000000,6
502,10.400000,0.440000,0.730000,6.550000,0.074000,38.000000,76.000000,0.999000,3.170000,0.850000,12.000000,7
503,10.400000,0.440000,0.730000,6.550000,0.074000,38.000000,76.000000,0.999000,3.170000,0.850000,12.000000,7
504,10.500000,0.260000,0.470000,1.900000,0.078000,6.000000,24.000000,0.997600,3.180000,1.040000,10.900000,7
505,10.500000,0.240000,0.420000,1.800000,0.077000,6.000000,22.000000,0.997600,3.210000,1.050000,10.800000,7
506,10.200000,0.490000,0.630000,2.900000,0.072000,10.000000,26.000000,0.996800,3.160000,0.780000,12.500000,7
507,10.400000,0.240000,0.460000,1.800000,0.075000,6.000000,21.000000,0.997600,3.250000,1.020000,10.800000,7
508,11.200000,0.670000,0.550000,2.300000,0.084000,6.000000,13.000000,1.000000,3.170000,0.710000,9.500000,6
509,10.000000,0.590000,0.310000,2.200000,0.090000,26.000000,62.000000,0.999400,3.180000,0.630000,10.200000,6
510,13.300000,0.290000,0.750000,2.800000,0.084000,23.000000,43.000000,0.998600,3.040000,0.680000,11.400000,7
511,12.400000,0.420000,0.490000,4.600000,0.073000,19.000000,43.000000,0.997800,3.020000,0.610000,9.500000,5
512,10.000000,0.590000,0.310000,2.200000,0.090000,26.000000,62.000000,0.999400,3.180000,0.630000,10.200000,6
513,10.700000,0.400000,0.480000,2.100000,0.125000,15.000000,49.000000,0.998000,3.030000,0.810000,9.700000,6
514,10.500000,0.510000,0.640000,2.400000,0.107000,6.000000,15.000000,0.997300,3.090000,0.660000,11.800000,7
515,10.500000,0.510000,0.640000,2.400000,0.107000,6.000000,15.000000,0.997300,3.090000,0.660000,11.800000,7
516,8.500000,0.655000,0.490000,6.100000,0.122000,34.000000,151.000000,1.001000,3.310000,1.140000,9.300000,5
517,12.500000,0.600000,0.490000,4.300000,0.100000,5.000000,14.000000,1.001000,3.250000,0.740000,11.900000,6
518,10.400000,0.610000,0.490000,2.100000,0.200000,5.000000,16.000000,0.999400,3.160000,0.630000,8.400000,3
519,10.900000,0.210000,0.490000,2.800000,0.088000,11.000000,32.000000,0.997200,3.220000,0.680000,11.700000,6
520,7.300000,0.365000,0.490000,2.500000,0.088000,39.000000,106.000000,0.996600,3.360000,0.780000,11.000000,5
521,9.800000,0.250000,0.490000,2.700000,0.088000,15.000000,33.000000,0.998200,3.420000,0.900000,10.000000,6
522,7.600000,0.410000,0.490000,2.000000,0.088000,16.000000,43.000000,0.998000,3.480000,0.640000,9.100000,5
523,8.200000,0.390000,0.490000,2.300000,0.099000,47.000000,133.000000,0.997900,3.380000,0.990000,9.800000,5
524,9.300000,0.400000,0.490000,2.500000,0.085000,38.000000,142.000000,0.997800,3.220000,0.550000,9.400000,5
525,9.200000,0.430000,0.490000,2.400000,0.086000,23.000000,116.000000,0.997600,3.230000,0.640000,9.500000,5
526,10.400000,0.640000,0.240000,2.800000,0.105000,29.000000,53.000000,0.999800,3.240000,0.670000,9.900000,5
527,7.300000,0.365000,0.490000,2.500000,0.088000,39.000000,106.000000,0.996600,3.360000,0.780000,11.000000,5
528,7.000000,0.380000,0.490000,2.500000,0.097000,33.000000,85.000000,0.996200,3.390000,0.770000,11.400000,6
529,8.200000,0.420000,0.490000,2.600000,0.084000,32.000000,55.000000,0.998800,3.340000,0.750000,8.700000,6
530,9.900000,0.630000,0.240000,2.400000,0.077000,6.000000,33.000000,0.997400,3.090000,0.570000,9.400000,5
531,9.100000,0.220000,0.240000,2.100000,0.078000,1.000000,28.000000,0.999000,3.410000,0.870000,10.300000,6
532,11.900000,0.380000,0.490000,2.700000,0.098000,12.000000,42.000000,1.000400,3.160000,0.610000,10.300000,5
533,11.900000,0.380000,0.490000,2.700000,0.098000,12.000000,42.000000,1.000400,3.160000,0.610000,10.300000,5
534,10.300000,0.270000,0.240000,2.100000,0.072000,15.000000,33.000000,0.995600,3.220000,0.660000,12.800000,6
535,10.000000,0.480000,0.240000,2.700000,0.102000,13.000000,32.000000,1.000000,3.280000,0.560000,10.000000,6
536,9.100000,0.220000,0.240000,2.100000,0.078000,1.000000,28.000000,0.999000,3.410000,0.870000,10.300000,6
537,9.900000,0.630000,0.240000,2.400000,0.077000,6.000000,33.000000,0.997400,3.090000,0.570000,9.400000,5
538,8.100000,0.825000,0.240000,2.100000,0.084000,5.000000,13.000000,0.997200,3.370000,0.770000,10.700000,6
539,12.900000,0.350000,0.490000,5.800000,0.066000,5.000000,35.000000,1.001400,3.200000,0.660000,12.000000,7
540,11.200000,0.500000,0.740000,5.150000,0.100000,5.000000,17.000000,0.999600,3.220000,0.620000,11.200000,5
541,9.200000,0.590000,0.240000,3.300000,0.101000,20.000000,47.000000,0.998800,3.260000,0.670000,9.600000,5
542,9.500000,0.460000,0.490000,6.300000,0.064000,5.000000,17.000000,0.998800,3.210000,0.730000,11.000000,6
543,9.300000,0.715000,0.240000,2.100000,0.070000,5.000000,20.000000,0.996600,3.120000,0.590000,9.900000,5
544,11.200000,0.660000,0.240000,2.500000,0.085000,16.000000,53.000000,0.999300,3.060000,0.720000,11.000000,6
545,14.300000,0.310000,0.740000,1.800000,0.075000,6.000000,15.000000,1.000800,2.860000,0.790000,8.400000,6
546,9.100000,0.470000,0.490000,2.600000,0.094000,38.000000,106.000000,0.998200,3.080000,0.590000,9.100000,5
547,7.500000,0.550000,0.240000,2.000000,0.078000,10.000000,28.000000,0.998300,3.450000,0.780000,9.500000,6
548,10.600000,0.310000,0.490000,2.500000,0.067000,6.000000,21.000000,0.998700,3.260000,0.860000,10.700000,6
549,12.400000,0.350000,0.490000,2.600000,0.079000,27.000000,69.000000,0.999400,3.120000,0.750000,10.400000,6
550,9.000000,0.530000,0.490000,1.900000,0.171000,6.000000,25.000000,0.997500,3.270000,0.610000,9.400000,6
551,6.800000,0.510000,0.010000,2.100000,0.074000,9.000000,25.000000,0.995800,3.330000,0.560000,9.500000,6
552,9.400000,0.430000,0.240000,2.800000,0.092000,14.000000,45.000000,0.998000,3.190000,0.730000,10.000000,6
553,9.500000,0.460000,0.240000,2.700000,0.092000,14.000000,44.000000,0.998000,3.120000,0.740000,10.000000,6
554,5.000000,1.040000,0.240000,1.600000,0.050000,32.000000,96.000000,0.993400,3.740000,0.620000,11.500000,5
555,15.500000,0.645000,0.490000,4.200000,0.095000,10.000000,23.000000,1.003150,2.920000,0.740000,11.100000,5
556,15.500000,0.645000,0.490000,4.200000,0.095000,10.000000,23.000000,1.003150,2.920000,0.740000,11.100000,5
557,10.900000,0.530000,0.490000,4.600000,0.118000,10.000000,17.000000,1.000200,3.070000,0.560000,11.700000,6
558,15.600000,0.645000,0.490000,4.200000,0.095000,10.000000,23.000000,1.003150,2.920000,0.740000,11.100000,5
559,10.900000,0.530000,0.490000,4.600000,0.118000,10.000000,17.000000,1.000200,3.070000,0.560000,11.700000,6
560,13.000000,0.470000,0.490000,4.300000,0.085000,6.000000,47.000000,1.002100,3.300000,0.680000,12.700000,6
561,12.700000,0.600000,0.490000,2.800000,0.075000,5.000000,19.000000,0.999400,3.140000,0.570000,11.400000,5
562,9.000000,0.440000,0.490000,2.400000,0.078000,26.000000,121.000000,0.997800,3.230000,0.580000,9.200000,5
563,9.000000,0.540000,0.490000,2.900000,0.094000,41.000000,110.000000,0.998200,3.080000,0.610000,9.200000,5
564,7.600000,0.290000,0.490000,2.700000,0.092000,25.000000,60.000000,0.997100,3.310000,0.610000,10.100000,6
565,13.000000,0.470000,0.490000,4.300000,0.085000,6.000000,47.000000,1.002100,3.300000,0.680000,12.700000,6
566,12.700000,0.600000,0.490000,2.800000,0.075000,5.000000,19.000000,0.999400,3.140000,0.570000,11.400000,5
567,8.700000,0.700000,0.240000,2.500000,0.226000,5.000000,15.000000,0.999100,3.320000,0.600000,9.000000,6
568,8.700000,0.700000,0.240000,2.500000,0.226000,5.000000,15.000000,0.999100,3.320000,0.600000,9.000000,6
569,9.800000,0.500000,0.490000,2.600000,0.250000,5.000000,20.000000,0.999000,3.310000,0.790000,10.700000,6
570,6.200000,0.360000,0.240000,2.200000,0.095000,19.000000,42.000000,0.994600,3.570000,0.570000,11.700000,6
571,11.500000,0.350000,0.490000,3.300000,0.070000,10.000000,37.000000,1.000300,3.320000,0.910000,11.000000,6
572,6.200000,0.360000,0.240000,2.200000,0.095000,19.000000,42.000000,0.994600,3.570000,0.570000,11.700000,6
573,10.200000,0.240000,0.490000,2.400000,0.075000,10.000000,28.000000,0.997800,3.140000,0.610000,10.400000,5
574,10.500000,0.590000,0.490000,2.100000,0.070000,14.000000,47.000000,0.999100,3.300000,0.560000,9.600000,4
575,10.600000,0.340000,0.490000,3.200000,0.078000,20.000000,78.000000,0.999200,3.190000,0.700000,10.000000,6
576,12.300000,0.270000,0.490000,3.100000,0.079000,28.000000,46.000000,0.999300,3.200000,0.800000,10.200000,6
577,9.900000,0.500000,0.240000,2.300000,0.103000,6.000000,14.000000,0.997800,3.340000,0.520000,10.000000,4
578,8.800000,0.440000,0.490000,2.800000,0.083000,18.000000,111.000000,0.998200,3.300000,0.600000,9.500000,5
579,8.800000,0.470000,0.490000,2.900000,0.085000,17.000000,110.000000,0.998200,3.290000,0.600000,9.800000,5
580,10.600000,0.310000,0.490000,2.200000,0.063000,18.000000,40.000000,0.997600,3.140000,0.510000,9.800000,6
581,12.300000,0.500000,0.490000,2.200000,0.089000,5.000000,14.000000,1.000200,3.190000,0.440000,9.600000,5
582,12.300000,0.500000,0.490000,2.200000,0.089000,5.000000,14.000000,1.000200,3.190000,0.440000,9.600000,5
583,11.700000,0.490000,0.490000,2.200000,0.083000,5.000000,15.000000,1.000000,3.190000,0.430000,9.200000,5
584,12.000000,0.280000,0.490000,1.900000,0.074000,10.000000,21.000000,0.997600,2.980000,0.660000,9.900000,7
585,11.800000,0.330000,0.490000,3.400000,0.093000,54.000000,80.000000,1.000200,3.300000,0.760000,10.700000,7
586,7.600000,0.510000,0.240000,2.400000,0.091000,8.000000,38.000000,0.998000,3.470000,0.660000,9.600000,6
587,11.100000,0.310000,0.490000,2.700000,0.094000,16.000000,47.000000,0.998600,3.120000,1.020000,10.600000,7
588,7.300000,0.730000,0.240000,1.900000,0.108000,18.000000,102.000000,0.996700,3.260000,0.590000,9.300000,5
589,5.000000,0.420000,0.240000,2.000000,0.060000,19.000000,50.000000,0.991700,3.720000,0.740000,14.000000,8
590,10.200000,0.290000,0.490000,2.600000,0.059000,5.000000,13.000000,0.997600,3.050000,0.740000,10.500000,7
591,9.000000,0.450000,0.490000,2.600000,0.084000,21.000000,75.000000,0.998700,3.350000,0.570000,9.700000,5
592,6.600000,0.390000,0.490000,1.700000,0.070000,23.000000,149.000000,0.992200,3.120000,0.500000,11.500000,6
593,9.000000,0.450000,0.490000,2.600000,0.084000,21.000000,75.000000,0.998700,3.350000,0.570000,9.700000,5
594,9.900000,0.490000,0.580000,3.500000,0.094000,9.000000,43.000000,1.000400,3.290000,0.580000,9.000000,5
595,7.900000,0.720000,0.170000,2.600000,0.096000,20.000000,38.000000,0.997800,3.400000,0.530000,9.500000,5
596,8.900000,0.595000,0.410000,7.900000,0.086000,30.000000,109.000000,0.999800,3.270000,0.570000,9.300000,5
597,12.400000,0.400000,0.510000,2.000000,0.059000,6.000000,24.000000,0.999400,3.040000,0.600000,9.300000,6
598,11.900000,0.580000,0.580000,1.900000,0.071000,5.000000,18.000000,0.998000,3.090000,0.630000,10.000000,6
599,8.500000,0.585000,0.180000,2.100000,0.078000,5.000000,30.000000,0.996700,3.200000,0.480000,9.800000,6
600,12.700000,0.590000,0.450000,2.300000,0.082000,11.000000,22.000000,1.000000,3.000000,0.700000,9.300000,6
601,8.200000,0.915000,0.270000,2.100000,0.088000,7.000000,23.000000,0.996200,3.260000,0.470000,10.000000,4
602,13.200000,0.460000,0.520000,2.200000,0.071000,12.000000,35.000000,1.000600,3.100000,0.560000,9.000000,6
603,7.700000,0.835000,0.000000,2.600000,0.081000,6.000000,14.000000,0.997500,3.300000,0.520000,9.300000,5
604,13.200000,0.460000,0.520000,2.200000,0.071000,12.000000,35.000000,1.000600,3.100000,0.560000,9.000000,6
605,8.300000,0.580000,0.130000,2.900000,0.096000,14.000000,63.000000,0.998400,3.170000,0.620000,9.100000,6
606,8.300000,0.600000,0.130000,2.600000,0.085000,6.000000,24.000000,0.998400,3.310000,0.590000,9.200000,6
607,9.400000,0.410000,0.480000,4.600000,0.072000,10.000000,20.000000,0.997300,3.340000,0.790000,12.200000,7
608,8.800000,0.480000,0.410000,3.300000,0.092000,26.000000,52.000000,0.998200,3.310000,0.530000,10.500000,6
609,10.100000,0.650000,0.370000,5.100000,0.110000,11.000000,65.000000,1.002600,3.320000,0.640000,10.400000,6
610,6.300000,0.360000,0.190000,3.200000,0.075000,15.000000,39.000000,0.995600,3.560000,0.520000,12.700000,6
611,8.800000,0.240000,0.540000,2.500000,0.083000,25.000000,57.000000,0.998300,3.390000,0.540000,9.200000,5
612,13.200000,0.380000,0.550000,2.700000,0.081000,5.000000,16.000000,1.000600,2.980000,0.540000,9.400000,5
613,7.500000,0.640000,0.000000,2.400000,0.077000,18.000000,29.000000,0.996500,3.320000,0.600000,10.000000,6
614,8.200000,0.390000,0.380000,1.500000,0.058000,10.000000,29.000000,0.996200,3.260000,0.740000,9.800000,5
615,9.200000,0.755000,0.180000,2.200000,0.148000,10.000000,103.000000,0.996900,2.870000,1.360000,10.200000,6
616,9.600000,0.600000,0.500000,2.300000,0.079000,28.000000,71.000000,0.999700,3.500000,0.570000,9.700000,5
617,9.600000,0.600000,0.500000,2.300000,0.079000,28.000000,71.000000,0.999700,3.500000,0.570000,9.700000,5
618,11.500000,0.310000,0.510000,2.200000,0.079000,14.000000,28.000000,0.998200,3.030000,0.930000,9.800000,6
619,11.400000,0.460000,0.500000,2.700000,0.122000,4.000000,17.000000,1.000600,3.130000,0.700000,10.200000,5
620,11.300000,0.370000,0.410000,2.300000,0.088000,6.000000,16.000000,0.998800,3.090000,0.800000,9.300000,5
621,8.300000,0.540000,0.240000,3.400000,0.076000,16.000000,112.000000,0.997600,3.270000,0.610000,9.400000,5
622,8.200000,0.560000,0.230000,3.400000,0.078000,14.000000,104.000000,0.997600,3.280000,0.620000,9.400000,5
623,10.000000,0.580000,0.220000,1.900000,0.080000,9.000000,32.000000,0.997400,3.130000,0.550000,9.500000,5
624,7.900000,0.510000,0.250000,2.900000,0.077000,21.000000,45.000000,0.997400,3.490000,0.960000,12.100000,6
625,6.800000,0.690000,0.000000,5.600000,0.124000,21.000000,58.000000,0.999700,3.460000,0.720000,10.200000,5
626,6.800000,0.690000,0.000000,5.600000,0.124000,21.000000,58.000000,0.999700,3.460000,0.720000,10.200000,5
627,8.800000,0.600000,0.290000,2.200000,0.098000,5.000000,15.000000,0.998800,3.360000,0.490000,9.100000,5
628,8.800000,0.600000,0.290000,2.200000,0.098000,5.000000,15.000000,0.998800,3.360000,0.490000,9.100000,5
629,8.700000,0.540000,0.260000,2.500000,0.097000,7.000000,31.000000,0.997600,3.270000,0.600000,9.300000,6
630,7.600000,0.685000,0.230000,2.300000,0.111000,20.000000,84.000000,0.996400,3.210000,0.610000,9.300000,5
631,8.700000,0.540000,0.260000,2.500000,0.097000,7.000000,31.000000,0.997600,3.270000,0.600000,9.300000,6
632,10.400000,0.280000,0.540000,2.700000,0.105000,5.000000,19.000000,0.998800,3.250000,0.630000,9.500000,5
633,7.600000,0.410000,0.140000,3.000000,0.087000,21.000000,43.000000,0.996400,3.320000,0.570000,10.500000,6
634,10.100000,0.935000,0.220000,3.400000,0.105000,11.000000,86.000000,1.001000,3.430000,0.640000,11.300000,4
635,7.900000,0.350000,0.210000,1.900000,0.073000,46.000000,102.000000,0.996400,3.270000,0.580000,9.500000,5
636,8.700000,0.840000,0.000000,1.400000,0.065000,24.000000,33.000000,0.995400,3.270000,0.550000,9.700000,5
637,9.600000,0.880000,0.280000,2.400000,0.086000,30.000000,147.000000,0.997900,3.240000,0.530000,9.400000,5
638,9.500000,0.885000,0.270000,2.300000,0.084000,31.000000,145.000000,0.997800,3.240000,0.530000,9.400000,5
639,7.700000,0.915000,0.120000,2.200000,0.143000,7.000000,23.000000,0.996400,3.350000,0.650000,10.200000,7
640,8.900000,0.290000,0.350000,1.900000,0.067000,25.000000,57.000000,0.997000,3.180000,1.360000,10.300000,6
641,9.900000,0.540000,0.450000,2.300000,0.071000,16.000000,40.000000,0.999100,3.390000,0.620000,9.400000,5
642,9.500000,0.590000,0.440000,2.300000,0.071000,21.000000,68.000000,0.999200,3.460000,0.630000,9.500000,5
643,9.900000,0.540000,0.450000,2.300000,0.071000,16.000000,40.000000,0.999100,3.390000,0.620000,9.400000,5
644,9.500000,0.590000,0.440000,2.300000,0.071000,21.000000,68.000000,0.999200,3.460000,0.630000,9.500000,5
645,9.900000,0.540000,0.450000,2.300000,0.071000,16.000000,40.000000,0.999100,3.390000,0.620000,9.400000,5
646,7.800000,0.640000,0.100000,6.000000,0.115000,5.000000,11.000000,0.998400,3.370000,0.690000,10.100000,7
647,7.300000,0.670000,0.050000,3.600000,0.107000,6.000000,20.000000,0.997200,3.400000,0.630000,10.100000,5
648,8.300000,0.845000,0.010000,2.200000,0.070000,5.000000,14.000000,0.996700,3.320000,0.580000,11.000000,4
649,8.700000,0.480000,0.300000,2.800000,0.066000,10.000000,28.000000,0.996400,3.330000,0.670000,11.200000,7
650,6.700000,0.420000,0.270000,8.600000,0.068000,24.000000,148.000000,0.994800,3.160000,0.570000,11.300000,6
651,10.700000,0.430000,0.390000,2.200000,0.106000,8.000000,32.000000,0.998600,2.890000,0.500000,9.600000,5
652,9.800000,0.880000,0.250000,2.500000,0.104000,35.000000,155.000000,1.001000,3.410000,0.670000,11.200000,5
653,15.900000,0.360000,0.650000,7.500000,0.096000,22.000000,71.000000,0.997600,2.980000,0.840000,14.900000,5
654,9.400000,0.330000,0.590000,2.800000,0.079000,9.000000,30.000000,0.997600,3.120000,0.540000,12.000000,6
655,8.600000,0.470000,0.470000,2.400000,0.074000,7.000000,29.000000,0.997900,3.080000,0.460000,9.500000,5
656,9.700000,0.550000,0.170000,2.900000,0.087000,20.000000,53.000000,1.000400,3.140000,0.610000,9.400000,5
657,10.700000,0.430000,0.390000,2.200000,0.106000,8.000000,32.000000,0.998600,2.890000,0.500000,9.600000,5
658,12.000000,0.500000,0.590000,1.400000,0.073000,23.000000,42.000000,0.998000,2.920000,0.680000,10.500000,7
659,7.200000,0.520000,0.070000,1.400000,0.074000,5.000000,20.000000,0.997300,3.320000,0.810000,9.600000,6
660,7.100000,0.840000,0.020000,4.400000,0.096000,5.000000,13.000000,0.997000,3.410000,0.570000,11.000000,4
661,7.200000,0.520000,0.070000,1.400000,0.074000,5.000000,20.000000,0.997300,3.320000,0.810000,9.600000,6
662,7.500000,0.420000,0.310000,1.600000,0.080000,15.000000,42.000000,0.997800,3.310000,0.640000,9.000000,5
663,7.200000,0.570000,0.060000,1.600000,0.076000,9.000000,27.000000,0.997200,3.360000,0.700000,9.600000,6
664,10.100000,0.280000,0.460000,1.800000,0.050000,5.000000,13.000000,0.997400,3.040000,0.790000,10.200000,6
665,12.100000,0.400000,0.520000,2.000000,0.092000,15.000000,54.000000,1.000000,3.030000,0.660000,10.200000,5
666,9.400000,0.590000,0.140000,2.000000,0.084000,25.000000,48.000000,0.998100,3.140000,0.560000,9.700000,5
667,8.300000,0.490000,0.360000,1.800000,0.222000,6.000000,16.000000,0.998000,3.180000,0.600000,9.500000,6
668,11.300000,0.340000,0.450000,2.000000,0.082000,6.000000,15.000000,0.998800,2.940000,0.660000,9.200000,6
669,10.000000,0.730000,0.430000,2.300000,0.059000,15.000000,31.000000,0.996600,3.150000,0.570000,11.000000,5
670,11.300000,0.340000,0.450000,2.000000,0.082000,6.000000,15.000000,0.998800,2.940000,0.660000,9.200000,6
671,6.900000,0.400000,0.240000,2.500000,0.083000,30.000000,45.000000,0.995900,3.260000,0.580000,10.000000,5
672,8.200000,0.730000,0.210000,1.700000,0.074000,5.000000,13.000000,0.996800,3.200000,0.520000,9.500000,5
673,9.800000,1.240000,0.340000,2.000000,0.079000,32.000000,151.000000,0.998000,3.150000,0.530000,9.500000,5
674,8.200000,0.730000,0.210000,1.700000,0.074000,5.000000,13.000000,0.996800,3.200000,0.520000,9.500000,5
675,10.800000,0.400000,0.410000,2.200000,0.084000,7.000000,17.000000,0.998400,3.080000,0.670000,9.300000,6
676,9.300000,0.410000,0.390000,2.200000,0.064000,12.000000,31.000000,0.998400,3.260000,0.650000,10.200000,5
677,10.800000,0.400000,0.410000,2.200000,0.084000,7.000000,17.000000,0.998400,3.080000,0.670000,9.300000,6
678,8.600000,0.800000,0.110000,2.300000,0.084000,12.000000,31.000000,0.997900,3.400000,0.480000,9.900000,5
679,8.300000,0.780000,0.100000,2.600000,0.081000,45.000000,87.000000,0.998300,3.480000,0.530000,10.000000,5
680,10.800000,0.260000,0.450000,3.300000,0.060000,20.000000,49.000000,0.997200,3.130000,0.540000,9.600000,5
681,13.300000,0.430000,0.580000,1.900000,0.070000,15.000000,40.000000,1.000400,3.060000,0.490000,9.000000,5
682,8.000000,0.450000,0.230000,2.200000,0.094000,16.000000,29.000000,0.996200,3.210000,0.490000,10.200000,6
683,8.500000,0.460000,0.310000,2.250000,0.078000,32.000000,58.000000,0.998000,3.330000,0.540000,9.800000,5
684,8.100000,0.780000,0.230000,2.600000,0.059000,5.000000,15.000000,0.997000,3.370000,0.560000,11.300000,5
685,9.800000,0.980000,0.320000,2.300000,0.078000,35.000000,152.000000,0.998000,3.250000,0.480000,9.400000,5
686,8.100000,0.780000,0.230000,2.600000,0.059000,5.000000,15.000000,0.997000,3.370000,0.560000,11.300000,5
687,7.100000,0.650000,0.180000,1.800000,0.070000,13.000000,40.000000,0.997000,3.440000,0.600000,9.100000,5
688,9.100000,0.640000,0.230000,3.100000,0.095000,13.000000,38.000000,0.999800,3.280000,0.590000,9.700000,5
689,7.700000,0.660000,0.040000,1.600000,0.039000,4.000000,9.000000,0.996200,3.400000,0.470000,9.400000,5
690,8.100000,0.380000,0.480000,1.800000,0.157000,5.000000,17.000000,0.997600,3.300000,1.050000,9.400000,5
691,7.400000,1.185000,0.000000,4.250000,0.097000,5.000000,14.000000,0.996600,3.630000,0.540000,10.700000,3
692,9.200000,0.920000,0.240000,2.600000,0.087000,12.000000,93.000000,0.999800,3.480000,0.540000,9.800000,5
693,8.600000,0.490000,0.510000,2.000000,0.422000,16.000000,62.000000,0.997900,3.030000,1.170000,9.000000,5
694,9.000000,0.480000,0.320000,2.800000,0.084000,21.000000,122.000000,0.998400,3.320000,0.620000,9.400000,5
695,9.000000,0.470000,0.310000,2.700000,0.084000,24.000000,125.000000,0.998400,3.310000,0.610000,9.400000,5
696,5.100000,0.470000,0.020000,1.300000,0.034000,18.000000,44.000000,0.992100,3.900000,0.620000,12.800000,6
697,7.000000,0.650000,0.020000,2.100000,0.066000,8.000000,25.000000,0.997200,3.470000,0.670000,9.500000,6
698,7.000000,0.650000,0.020000,2.100000,0.066000,8.000000,25.000000,0.997200,3.470000,0.670000,9.500000,6
699,9.400000,0.615000,0.280000,3.200000,0.087000,18.000000,72.000000,1.000100,3.310000,0.530000,9.700000,5
700,11.800000,0.380000,0.550000,2.100000,0.071000,5.000000,19.000000,0.998600,3.110000,0.620000,10.800000,6
701,10.600000,1.020000,0.430000,2.900000,0.076000,26.000000,88.000000,0.998400,3.080000,0.570000,10.100000,6
702,7.000000,0.650000,0.020000,2.100000,0.066000,8.000000,25.000000,0.997200,3.470000,0.670000,9.500000,6
703,7.000000,0.640000,0.020000,2.100000,0.067000,9.000000,23.000000,0.997000,3.470000,0.670000,9.400000,6
704,7.500000,0.380000,0.480000,2.600000,0.073000,22.000000,84.000000,0.997200,3.320000,0.700000,9.600000,4
